-1.67269,-0.350626,-1.77744,13516,17081,20693,0.283061,0.164951,0.646412
-1.750547,-0.349946,-1.818562,13212,16911,20833,0.283061,0.164951,0.646412
-1.827124,-0.347064,-1.857482,12900,16733,20977,0.283061,0.164951,0.646412
-1.902446,-0.341955,-1.894391,12572,16548,21120,0.283061,0.164951,0.646412
-1.976315,-0.334717,-1.929505,12237,16354,21259,0.283061,0.164951,0.646412
-2.048819,-0.325352,-1.963265,11886,16153,21402,0.283061,0.164951,0.646412
-2.119776,-0.313965,-1.995784,11527,15949,21548,0.283061,0.164951,0.646412
-2.189185,-0.30054,-2.027336,11157,15736,21698,0.283061,0.164951,0.646412
-2.257047,-0.285088,-2.058121,10776,15516,21848,0.283061,0.164951,0.646412
-2.323251,-0.267686,-2.08832,10386,15292,22002,0.283061,0.164951,0.646412
-2.387714,-0.248635,-2.118225,9985,15059,22152,-0.690979,0.665771,-0.647968
-2.328722,-0.061443,-1.564449,9587,14865,22270,-0.690979,0.665771,-0.647968
-2.264729,0.126328,-1.034477,9197,14724,22340,-0.690979,0.665771,-0.647968
-2.20033,0.308148,-0.545356,8812,14630,22361,-0.690979,0.665771,-0.647968
-2.135805,0.483436,-0.093362,8433,14583,22341,-0.690979,0.665771,-0.647968
-2.071357,0.651876,0.324686,8063,14575,22275,-0.690979,0.665771,-0.647968
-2.007103,0.813252,0.711832,7696,14612,22175,-0.690979,0.665771,-0.647968
-1.943212,0.967493,1.070805,7337,14690,22037,-0.690979,0.665771,-0.647968
-1.879709,1.114577,1.404145,6985,14805,21862,-0.690979,0.665771,-0.647968
-1.816592,1.254832,1.714059,6642,14960,21656,-0.690979,0.665771,-0.647968
-1.753802,1.388377,2.00267,6310,15151,21416,-0.690979,0.665771,-0.647968
-1.691105,1.515717,2.271829,5988,15379,21147,-0.690979,0.665771,-0.647968
-1.628493,1.637115,2.523057,5681,15640,20849,-0.690979,0.665771,-0.647968
-1.565537,1.752962,2.757978,5390,15933,20520,-0.690979,0.665771,-0.647968
-1.502293,1.863882,2.977815,5121,16264,20167,-0.690979,0.665771,-0.647968
-1.438519,1.970199,3.18371,4870,16625,19787,-0.690979,0.665771,-0.647968
-1.374064,2.072483,3.376663,4643,17017,19384,-0.690979,0.665771,-0.647968
-1.308953,2.171306,3.557588,4445,17435,18954,-0.690979,0.665771,-0.647968
-1.242874,2.267203,3.727244,4277,17882,18507,-0.690979,0.665771,-0.647968
-1.175829,2.360685,3.886329,4141,18354,18039,-0.690979,0.665771,-0.647968
-1.107844,2.452352,4.035281,4036,18849,17553,-0.690979,0.665771,-0.647968
-1.039086,2.542814,4.174585,3970,19366,17051,-0.690979,0.665771,-0.647968
-0.969675,2.632473,4.304654,3943,19904,16534,-0.690979,0.665771,-0.647968
-0.89972,2.721982,4.425766,3960,20460,16006,-0.690979,0.665771,-0.647968
-0.829687,2.811635,4.538204,4018,21032,15471,-0.690979,0.665771,-0.647968
-0.756068,2.887742,4.619379,4120,21611,14927,-0.690979,0.665771,-0.647968
-0.672727,2.916998,4.613898,4267,22197,14385,-0.690979,0.665771,-0.647968
-0.595111,2.951062,4.602918,4458,22775,13849,-0.690979,0.665771,-0.647968
-0.523788,2.989276,4.586922,4686,23345,13327,-0.690979,0.665771,-0.647968
-0.459267,3.030786,4.566559,4954,23908,12816,-0.690979,0.665771,-0.647968
-0.401741,3.075114,4.542306,5260,24459,12315,-0.690979,0.665771,-0.647968
-0.351272,3.121492,4.514754,5598,24998,11827,-0.228496,0.465313,-0.451708
-0.199965,3.059624,4.40546,5966,25522,11379,-0.228496,0.465313,-0.451708
-0.055705,3.010535,4.293562,6358,26034,10972,-0.228496,0.465313,-0.451708
0.076298,2.97727,4.182896,6773,26538,10606,-0.228496,0.465313,-0.451708
0.19592,2.957806,4.073841,7212,27039,10280,-0.228496,0.465313,-0.451708
0.302985,2.950415,3.966954,7670,27534,9995,-0.228496,0.465313,-0.451708
0.397722,2.953286,3.862633,8144,28030,9750,-0.228496,0.465313,-0.451708
0.48044,2.964709,3.761258,8634,28528,9545,-0.228496,0.465313,-0.451708
0.551396,2.983468,3.66321,9139,29034,9375,-0.228496,0.465313,-0.451708
0.611034,3.008161,3.568869,9653,29555,9252,-0.228496,0.465313,-0.451708
0.659863,3.037614,3.478615,10179,30099,9184,-0.228496,0.465313,-0.451708
0.698476,3.070844,3.392773,10712,30676,9176,-0.228496,0.465313,-0.451708
0.727582,3.106852,3.311586,11253,31300,9236,-0.228496,0.465313,-0.451708
0.747799,3.144827,3.235135,11796,31992,9386,-0.228496,0.465313,-0.451708
0.75979,3.184112,3.163665,12340,-32752,9652,-0.228496,0.465313,-0.451708
0.764371,3.223993,3.097269,12881,-31810,10088,-0.228496,0.465313,-0.451708
0.762153,3.263888,3.036095,13409,-30630,10778,-0.228496,0.465313,-0.451708
0.75376,3.303281,2.980108,13914,-29071,11857,-0.228496,0.465313,-0.451708
0.739896,3.341867,2.929284,14366,-26889,13570,-0.228496,0.465313,-0.451708
0.721291,3.379226,2.883682,14720,-23747,16256,-0.228496,0.465313,-0.451708
0.698516,3.415179,2.843177,14894,-19506,20049,-0.228496,0.465313,-0.451708
0.672165,3.44929,2.807702,14822,-14955,24160,-0.228496,0.465313,-0.451708
0.642859,3.481621,2.777237,14526,-11259,27420,-0.228496,0.465313,-0.451708
0.61111,3.511824,2.75149,14087,-8664,29584,-0.228496,0.465313,-0.451708
0.577454,3.539899,2.730387,13571,-6855,30959,-0.228496,0.465313,-0.451708
0.542471,3.565746,2.713806,13011,-5537,31851,-0.228496,0.465313,-0.451708
0.506547,3.589458,2.701475,12424,-4516,32445,-0.228496,0.465313,-0.451708
0.47005,3.610853,2.693102,11821,-3686,-32696,-0.228496,0.465313,-0.451708
0.43346,3.63012,2.688598,11207,-2983,-32424,-0.228496,0.465313,-0.451708
0.397163,3.647143,2.6877,10586,-2369,-32249,-0.228496,0.465313,-0.451708
0.361347,3.662137,2.690092,9956,-1817,-32141,-0.228496,0.465313,-0.451708
0.326492,3.675094,2.695683,9327,-1312,-32086,-0.349455,-0.068779,0.694259
0.42399,3.495582,2.673166,8712,-860,-32097,-0.349455,-0.068779,0.694259
0.531675,3.318244,2.639072,8127,-459,-32172,-0.349455,-0.068779,0.694259
0.64141,3.153207,2.594986,7574,-102,-32303,-0.349455,-0.068779,0.694259
0.752007,3.000179,2.541367,7051,224,-32474,-0.349455,-0.068779,0.694259
0.862366,2.858896,2.47881,6559,525,-32684,-0.349455,-0.068779,0.694259
0.971468,2.728979,2.407908,6096,804,32614,-0.349455,-0.068779,0.694259
1.078552,2.610047,2.329311,5658,1062,32349,-0.349455,-0.068779,0.694259
1.182695,2.501884,2.243689,5249,1305,32062,-0.349455,-0.068779,0.694259
1.283327,2.404138,2.151712,4863,1532,31755,-0.349455,-0.068779,0.694259
1.379854,2.31643,2.054133,4500,1744,31425,-0.349455,-0.068779,0.694259
1.471777,2.238379,1.95154,4160,1940,31078,-0.349455,-0.068779,0.694259
1.558855,2.169604,1.844665,3840,2121,30716,-0.349455,-0.068779,0.694259
1.640707,2.109774,1.734118,3541,2292,30344,-0.349455,-0.068779,0.694259
1.716955,2.058608,1.620466,3257,2449,29958,-0.349455,-0.068779,0.694259
1.78754,2.01572,1.504471,2989,2592,29560,-0.349455,-0.068779,0.694259
1.85224,1.98068,1.386618,2737,2718,29151,-0.349455,-0.068779,0.694259
1.911077,1.953344,1.267521,2498,2835,28732,-0.349455,-0.068779,0.694259
1.96398,1.933257,1.14775,2267,2939,28306,-0.349455,-0.068779,0.694259
2.010985,1.920107,1.027778,2044,3027,27872,-0.349455,-0.068779,0.694259
2.052019,1.913602,0.908148,1829,3105,27432,-0.349455,-0.068779,0.694259
2.087271,1.913531,0.789364,1617,3170,26986,-0.349455,-0.068779,0.694259
2.116913,1.919514,0.671876,1413,3220,26537,-0.349455,-0.068779,0.694259
2.141061,1.931285,0.556067,1208,3262,26081,-0.349455,-0.068779,0.694259
2.159803,1.948543,0.442327,1004,3289,25624,-0.349455,-0.068779,0.694259
2.173431,1.970916,0.331108,799,3308,25160,-0.349455,-0.068779,0.694259
2.182035,1.998313,0.22271,586,3316,24696,-0.349455,-0.068779,0.694259
2.185904,2.030342,0.117508,374,3316,24232,-0.349455,-0.068779,0.694259
2.185212,2.066837,0.015707,154,3308,23763,-0.349455,-0.068779,0.694259
2.18034,2.107413,-0.082305,-75,3292,23291,-0.349455,-0.068779,0.694259
2.171405,2.15196,-0.176356,-310,3273,22819,-0.349455,-0.068779,0.694259
2.158873,2.200097,-0.266155,-558,3249,22347,-0.468751,0.759967,-0.289917
2.231563,2.244414,-0.121804,-809,3251,21864,-0.468751,0.759967,-0.289917
2.309465,2.281373,0.033572,-1061,3291,21366,-0.468751,0.759967,-0.289917
2.387625,2.311354,0.185661,-1313,3370,20852,-0.468751,0.759967,-0.289917
2.466172,2.334622,0.334285,-1558,3491,20323,-0.468751,0.759967,-0.289917
2.545351,2.351385,0.479354,-1792,3651,19771,-0.468751,0.759967,-0.289917
2.625372,2.362003,0.620579,-2018,3853,19200,-0.468751,0.759967,-0.289917
2.706527,2.36679,0.757935,-2226,4095,18609,-0.468751,0.759967,-0.289917
2.788842,2.365836,0.891197,-2414,4372,17995,-0.468751,0.759967,-0.289917
2.872537,2.359591,1.020044,-2578,4687,17365,-0.468751,0.759967,-0.289917
2.957679,2.348335,1.144386,-2717,5037,16712,-0.468751,0.759967,-0.289917
3.044469,2.332348,1.263932,-2820,5423,16044,-0.468751,0.759967,-0.289917
3.132855,2.312061,1.378543,-2889,5839,15355,-0.468751,0.759967,-0.289917
3.222983,2.287611,1.487931,-2919,6277,14654,-0.468751,0.759967,-0.289917
